test,0.855692, 0.703455, 0.0194128, 0.0175354, 0.000323532, 0.0147026, 3.08922e-07
pen,0.907492, 0.794358, 0.0279701, 0.0255803, 0.000684235, 0.0227966, 3.09603e-07
pen,0.917568, 0.81329, 0.0223284, 0.0204339, 0.00043647, 0.0184275, -3.49921e-08
