pen,1.03301,0.837658,0.219254,0.0703375,0.00871741,0.062009,0.000551347
alligator,1.45466,2.07992,0.143661,0.145319,0.0209968,0.209317,-2.47558e-05
watch,0.903502,0.788457,0.00813894,0.00736554,5.70283e-05,0.00653884,4.65441e-08
